time,temperature_2m_mean,precipitation_sum,region
2016-12-22,25.0,18.8,AM
2016-12-23,25.7,6.6,AM
2016-12-24,27.0,5.7,AM
2016-12-25,26.1,14.2,AM
2016-12-26,26.0,14.4,AM
2016-12-27,24.9,26.1,AM
2016-12-28,26.1,4.0,AM
2016-12-29,26.7,10.3,AM
2016-12-30,25.2,13.7,AM
2016-12-31,24.8,20.2,AM
2017-01-01,25.6,4.5,AM
2017-01-02,26.3,5.7,AM
2017-01-03,25.7,23.8,AM
2017-01-04,26.0,11.4,AM
2017-01-05,26.2,8.2,AM
2017-01-06,27.2,6.2,AM
2017-01-07,26.5,22.2,AM
2017-01-08,25.9,23.7,AM
2017-01-09,26.1,11.4,AM
2017-01-10,26.6,3.3,AM
2017-01-11,26.6,7.4,AM
2017-01-12,25.8,25.1,AM
2017-01-13,25.5,11.8,AM
2017-01-14,25.8,4.8,AM
2017-01-15,26.9,1.0,AM
2017-01-16,26.6,3.1,AM
2017-01-17,24.7,29.5,AM
2017-01-18,25.9,1.0,AM
2017-01-19,26.7,0.0,AM
2017-01-20,27.4,0.4,AM
2017-01-21,26.5,8.9,AM
2017-01-22,25.2,44.9,AM
2017-01-23,26.3,5.1,AM
2017-01-24,27.2,0.1,AM
2017-01-25,27.5,0.6,AM
2017-01-26,26.9,2.2,AM
2017-01-27,25.9,36.7,AM
2017-01-28,25.3,33.8,AM
2017-01-29,25.3,13.3,AM
2017-01-30,25.4,13.2,AM
2017-01-31,24.9,22.0,AM
2017-02-01,24.9,13.5,AM
2017-02-02,26.0,2.0,AM
2017-02-03,25.4,19.0,AM
2017-02-04,25.8,6.5,AM
2017-02-05,26.0,6.0,AM
2017-02-06,26.3,5.4,AM
2017-02-07,26.6,6.6,AM
2017-02-08,25.8,9.3,AM
2017-02-09,24.8,22.6,AM
2017-02-10,26.1,2.3,AM
2017-02-11,26.8,5.0,AM
2017-02-12,26.2,4.1,AM
2017-02-13,27.0,2.9,AM
2017-02-14,26.4,3.3,AM
2017-02-15,25.8,16.5,AM
2017-02-16,24.6,43.7,AM
2017-02-17,26.1,0.8,AM
2017-02-18,26.9,1.9,AM
2017-02-19,26.9,6.9,AM
2017-02-20,25.7,16.5,AM
2017-02-21,25.6,10.1,AM
2017-02-22,25.4,36.1,AM
2017-02-23,26.9,0.5,AM
2017-02-24,25.7,24.2,AM
2017-02-25,25.4,11.3,AM
2017-02-26,26.0,6.5,AM
2017-02-27,25.2,27.2,AM
2017-02-28,25.6,5.2,AM
2017-03-01,26.3,0.8,AM
2017-03-02,27.5,0.8,AM
2017-03-03,27.2,2.4,AM
2017-03-04,26.8,4.7,AM
2017-03-05,26.2,15.7,AM
2017-03-06,25.7,13.7,AM
2017-03-07,25.9,11.2,AM
2017-03-08,25.6,22.0,AM
2017-03-09,25.7,14.0,AM
2017-03-10,25.8,5.9,AM
2017-03-11,25.7,10.4,AM
2017-03-12,25.9,10.0,AM
2017-03-13,25.8,10.4,AM
2017-03-14,26.0,0.9,AM
2017-03-15,26.3,2.8,AM
2017-03-16,25.6,3.8,AM
2017-03-17,25.6,11.0,AM
2017-03-18,26.1,37.5,AM
2017-03-19,24.1,61.6,AM
2017-03-20,24.7,8.9,AM
2017-03-21,25.3,10.8,AM
2017-03-22,26.7,0.2,AM
2017-03-23,27.8,6.6,AM
2017-03-24,26.5,19.3,AM
2017-03-25,26.2,11.8,AM
2017-03-26,26.6,1.4,AM
2017-03-27,27.1,1.8,AM
2017-03-28,27.7,1.5,AM
2017-03-29,26.5,3.1,AM
2017-03-30,27.1,4.8,AM
2017-03-31,27.1,2.8,AM
2017-04-01,26.4,26.2,AM
2017-04-02,26.1,11.9,AM
2017-04-03,26.8,3.2,AM
2017-04-04,27.7,0.2,AM
2017-04-05,26.4,4.3,AM
2017-04-06,25.8,6.1,AM
2017-04-07,26.3,0.1,AM
2017-04-08,26.2,1.7,AM
2017-04-09,26.5,0.9,AM
2017-04-10,26.4,6.8,AM
2017-04-11,26.9,2.4,AM
2017-04-12,27.0,2.7,AM
2017-04-13,26.7,5.1,AM
2017-04-14,26.4,1.8,AM
2017-04-15,26.2,9.3,AM
2017-04-16,25.1,26.7,AM
2017-04-17,25.5,10.2,AM
2017-04-18,25.7,9.7,AM
2017-04-19,26.2,1.0,AM
2017-04-20,27.1,0.2,AM
2017-04-21,26.7,11.7,AM
2017-04-22,27.1,3.6,AM
2017-04-23,26.6,5.6,AM
2017-04-24,27.6,0.8,AM
2017-04-25,26.8,9.5,AM
2017-04-26,27.0,1.3,AM
2017-04-27,28.0,0.8,AM
2017-04-28,26.1,17.8,AM
2017-04-29,25.9,20.5,AM
2017-04-30,25.9,8.4,AM
2017-05-01,27.2,1.0,AM
2017-05-02,26.4,17.6,AM
2017-05-03,26.4,7.3,AM
2017-05-04,26.9,14.1,AM
2017-05-05,26.4,1.2,AM
2017-05-06,27.4,1.7,AM
2017-05-07,27.0,3.7,AM
2017-05-08,26.5,10.1,AM
2017-05-09,26.8,0.8,AM
2017-05-10,27.3,0.7,AM
2017-05-11,27.0,2.3,AM
2017-05-12,27.1,1.6,AM
2017-05-13,26.9,7.6,AM
2017-05-14,27.6,2.0,AM
2017-05-15,28.2,0.3,AM
2017-05-16,26.8,9.5,AM
2017-05-17,27.5,3.7,AM
2017-05-18,27.9,1.0,AM
2017-05-19,27.6,0.8,AM
2017-05-20,27.9,5.8,AM
2017-05-21,27.9,3.0,AM
2017-05-22,27.4,3.3,AM
2017-05-23,27.1,3.6,AM
2017-05-24,27.2,1.9,AM
2017-05-25,27.9,0.3,AM
2017-05-26,28.5,0.4,AM
2017-05-27,28.0,0.0,AM
2017-05-28,28.1,0.7,AM
2017-05-29,28.0,2.9,AM
2017-05-30,27.1,6.7,AM
2017-05-31,25.9,9.4,AM
2017-06-01,27.1,4.4,AM
2017-06-02,26.1,24.8,AM
2017-06-03,26.6,2.9,AM
2017-06-04,27.2,0.7,AM
2017-06-05,27.3,1.2,AM
2017-06-06,27.3,0.7,AM
2017-06-07,27.4,7.3,AM
2017-06-08,27.3,3.0,AM
2017-06-09,27.7,0.5,AM
2017-06-10,28.0,0.4,AM
2017-06-11,28.1,0.4,AM
2017-06-12,27.0,4.1,AM
2017-06-13,27.0,11.8,AM
2017-06-14,26.6,4.2,AM
2017-06-15,27.6,0.7,AM
2017-06-16,27.9,0.0,AM
2017-06-17,27.2,1.6,AM
2017-06-18,27.5,0.1,AM
2017-06-19,27.4,1.1,AM
2017-06-20,27.7,0.0,AM
2017-06-21,26.8,1.1,AM
2017-06-22,25.9,3.1,AM
2017-06-23,26.0,0.9,AM
2017-06-24,26.8,1.1,AM
2017-06-25,27.0,0.8,AM
2017-06-26,27.5,0.4,AM
2017-06-27,27.3,0.2,AM
2017-06-28,27.7,0.0,AM
2017-06-29,27.1,0.8,AM
2017-06-30,26.8,1.0,AM
2017-07-01,25.9,1.4,AM
2017-07-02,26.1,2.5,AM
2017-07-03,26.7,1.2,AM
2017-07-04,26.3,1.8,AM
2017-07-05,26.6,0.6,AM
2017-07-06,26.9,0.3,AM
2017-07-07,27.4,0.0,AM
2017-07-08,27.3,0.0,AM
2017-07-09,26.9,0.7,AM
2017-07-10,26.9,0.7,AM
2017-07-11,27.4,0.0,AM
2017-07-12,27.6,0.0,AM
2017-07-13,27.3,0.1,AM
2017-07-14,26.6,3.4,AM
2017-07-15,26.9,0.2,AM
2017-07-16,27.6,0.0,AM
2017-07-17,27.9,0.0,AM
2017-07-18,28.3,0.0,AM
2017-07-19,26.8,0.0,AM
2017-07-20,27.2,0.0,AM
2017-07-21,27.2,0.0,AM
2017-07-22,27.2,0.1,AM
2017-07-23,27.4,1.1,AM
2017-07-24,27.0,5.6,AM
2017-07-25,27.6,0.7,AM
2017-07-26,28.1,0.5,AM
2017-07-27,28.4,0.0,AM
2017-07-28,28.3,0.0,AM
2017-07-29,28.3,0.0,AM
2017-07-30,28.5,0.0,AM
2017-07-31,29.1,0.0,AM
2017-08-01,28.0,0.1,AM
2017-08-02,28.4,0.0,AM
2017-08-03,28.9,0.0,AM
2017-08-04,29.6,0.0,AM
2017-08-05,28.6,0.7,AM
2017-08-06,28.8,1.0,AM
2017-08-07,27.7,0.8,AM
2017-08-08,27.9,0.0,AM
2017-08-09,27.9,0.8,AM
2017-08-10,28.3,0.4,AM
2017-08-11,28.7,0.5,AM
2017-08-12,29.1,1.6,AM
2017-08-13,30.3,0.0,AM
2017-08-14,30.0,0.0,AM
2017-08-15,30.0,0.0,AM
2017-08-16,30.2,0.4,AM
2017-08-17,30.4,0.2,AM
2017-08-18,29.8,0.4,AM
2017-08-19,30.8,0.0,AM
2017-08-20,31.2,0.0,AM
2017-08-21,28.9,1.0,AM
2017-08-22,28.5,0.0,AM
2017-08-23,28.7,0.8,AM
2017-08-24,28.1,0.9,AM
2017-08-25,28.5,0.2,AM
2017-08-26,29.2,0.2,AM
2017-08-27,28.8,0.6,AM
2017-08-28,29.8,0.0,AM
2017-08-29,30.0,1.0,AM
2017-08-30,30.1,0.8,AM
2017-08-31,28.8,4.1,AM
2017-09-01,29.3,0.3,AM
2017-09-02,29.7,0.0,AM
2017-09-03,29.8,0.0,AM
2017-09-04,29.4,1.0,AM
2017-09-05,28.3,0.6,AM
2017-09-06,28.5,0.9,AM
2017-09-07,29.5,0.0,AM
2017-09-08,29.6,0.0,AM
2017-09-09,30.0,0.3,AM
2017-09-10,30.3,0.0,AM
2017-09-11,30.1,0.1,AM
2017-09-12,27.7,4.3,AM
2017-09-13,27.5,2.4,AM
2017-09-14,28.1,1.1,AM
2017-09-15,28.8,0.3,AM
2017-09-16,28.1,3.8,AM
2017-09-17,27.3,9.1,AM
2017-09-18,27.2,1.7,AM
2017-09-19,27.4,1.2,AM
2017-09-20,28.7,0.4,AM
2017-09-21,28.9,0.5,AM
2017-09-22,27.3,6.0,AM
2017-09-23,27.1,3.6,AM
2017-09-24,28.3,0.3,AM
2017-09-25,27.0,5.2,AM
2017-09-26,27.0,3.9,AM
2017-09-27,26.9,1.1,AM
2017-09-28,27.8,0.4,AM
2017-09-29,27.0,15.9,AM
2017-09-30,27.0,3.3,AM
2017-10-01,28.1,1.9,AM
2017-10-02,28.9,0.0,AM
2017-10-03,29.4,0.3,AM
2017-10-04,28.4,0.0,AM
2017-10-05,29.1,0.3,AM
2017-10-06,26.3,4.9,AM
2017-10-07,25.9,19.3,AM
2017-10-08,25.2,4.7,AM
2017-10-09,26.8,0.0,AM
2017-10-10,28.2,0.0,AM
2017-10-11,27.9,0.1,AM
2017-10-12,28.4,1.0,AM
2017-10-13,27.3,1.4,AM
2017-10-14,25.8,16.6,AM
2017-10-15,26.2,7.6,AM
2017-10-16,26.6,2.6,AM
2017-10-17,27.1,0.3,AM
2017-10-18,27.1,3.4,AM
2017-10-19,28.2,0.1,AM
2017-10-20,28.5,0.6,AM
2017-10-21,29.4,0.1,AM
2017-10-22,28.9,0.2,AM
2017-10-23,28.7,2.6,AM
2017-10-24,26.4,2.1,AM
2017-10-25,27.0,1.1,AM
2017-10-26,26.5,5.6,AM
2017-10-27,27.4,0.3,AM
2017-10-28,28.3,0.4,AM
2017-10-29,28.6,11.0,AM
2017-10-30,27.5,1.1,AM
2017-10-31,27.3,0.4,AM
2017-11-01,28.2,0.4,AM
2017-11-02,28.1,1.2,AM
2017-11-03,28.2,2.8,AM
2017-11-04,27.7,5.1,AM
2017-11-05,27.3,5.4,AM
2017-11-06,27.3,5.2,AM
2017-11-07,27.2,0.4,AM
2017-11-08,28.1,0.3,AM
2017-11-09,28.7,1.3,AM
2017-11-10,27.7,5.7,AM
2017-11-11,27.5,5.3,AM
2017-11-12,27.7,6.4,AM
2017-11-13,27.3,2.2,AM
2017-11-14,27.5,0.5,AM
2017-11-15,27.2,5.8,AM
2017-11-16,27.4,0.2,AM
2017-11-17,28.0,0.3,AM
2017-11-18,27.8,0.9,AM
2017-11-19,28.4,0.1,AM
2017-11-20,28.2,2.3,AM
2017-11-21,26.9,1.8,AM
2017-11-22,28.2,2.8,AM
2017-11-23,28.3,3.5,AM
2017-11-24,27.4,1.8,AM
2017-11-25,26.4,15.1,AM
2017-11-26,26.7,1.5,AM
2017-11-27,27.2,1.6,AM
2017-11-28,27.6,1.0,AM
2017-11-29,26.7,15.0,AM
2017-11-30,27.6,3.0,AM
2017-12-01,27.5,2.7,AM
2017-12-02,27.4,1.0,AM
2017-12-03,28.5,0.0,AM
2017-12-04,29.5,0.6,AM
2017-12-05,28.5,3.6,AM
2017-12-06,28.3,10.6,AM
2017-12-07,26.5,15.5,AM
2017-12-08,27.3,0.9,AM
2017-12-09,27.4,5.9,AM
2017-12-10,26.3,15.8,AM
2017-12-11,26.5,12.0,AM
2017-12-12,25.7,18.7,AM
2017-12-13,26.1,5.5,AM
2017-12-14,25.9,22.1,AM
2017-12-15,26.6,0.1,AM
2017-12-16,26.0,15.0,AM
2017-12-17,25.9,14.9,AM
2017-12-18,26.0,5.6,AM
2017-12-19,25.5,16.1,AM
2017-12-20,26.7,6.9,AM
2017-12-21,26.6,1.7,AM
2017-12-22,26.4,19.5,AM
2017-12-23,26.6,8.0,AM
2017-12-24,26.2,12.6,AM
2017-12-25,25.7,6.7,AM
2017-12-26,25.6,9.8,AM
2017-12-27,24.8,25.9,AM
2017-12-28,26.8,1.4,AM
2017-12-29,26.0,15.0,AM
2017-12-30,25.5,24.2,AM
2017-12-31,25.9,4.8,AM
2018-01-01,26.6,1.7,AM
2018-01-02,26.8,0.8,AM
2018-01-03,26.1,1.8,AM
2018-01-04,25.7,5.7,AM
2018-01-05,26.1,4.6,AM
2018-01-06,27.7,0.0,AM
2018-01-07,25.4,67.9,AM
2018-01-08,25.6,0.2,AM
2018-01-09,25.6,0.3,AM
2018-01-10,26.2,0.3,AM
2018-01-11,25.6,12.2,AM
2018-01-12,26.0,5.0,AM
2018-01-13,26.0,6.2,AM
2018-01-14,26.0,7.1,AM
2018-01-15,25.6,1.7,AM
2018-01-16,25.6,8.6,AM
2018-01-17,24.9,25.1,AM
2018-01-18,24.7,17.0,AM
2018-01-19,25.5,4.2,AM
2018-01-20,26.2,1.5,AM
2018-01-21,26.1,3.5,AM
2018-01-22,26.3,5.6,AM
2018-01-23,25.8,11.2,AM
2018-01-24,25.4,6.2,AM
2018-01-25,25.8,4.9,AM
2018-01-26,25.9,4.5,AM
2018-01-27,26.2,11.0,AM
2018-01-28,26.4,18.7,AM
2018-01-29,27.7,0.1,AM
2018-01-30,27.6,0.3,AM
2018-01-31,26.5,7.7,AM
2018-02-01,25.9,19.3,AM
2018-02-02,25.0,16.4,AM
2018-02-03,25.4,5.2,AM
2018-02-04,26.6,0.1,AM
2018-02-05,28.3,0.2,AM
2018-02-06,28.6,0.2,AM
2018-02-07,28.9,1.1,AM
2018-02-08,28.6,0.1,AM
2018-02-09,28.4,0.6,AM
2018-02-10,25.8,21.7,AM
2018-02-11,25.6,8.4,AM
2018-02-12,25.6,5.4,AM
2018-02-13,25.1,4.1,AM
2018-02-14,25.5,9.3,AM
2018-02-15,26.3,9.1,AM
2018-02-16,26.7,3.5,AM
2018-02-17,26.0,1.6,AM
2018-02-18,25.3,7.4,AM
2018-02-19,26.1,0.6,AM
2018-02-20,26.7,1.2,AM
2018-02-21,25.8,9.0,AM
2018-02-22,26.2,3.9,AM
2018-02-23,25.1,6.6,AM
2018-02-24,25.4,3.7,AM
2018-02-25,26.1,0.0,AM
2018-02-26,26.7,1.6,AM
2018-02-27,26.0,1.4,AM
2018-02-28,27.2,1.2,AM
2018-03-01,27.7,0.4,AM
2018-03-02,28.2,0.6,AM
2018-03-03,27.2,4.8,AM
2018-03-04,27.1,4.5,AM
2018-03-05,26.9,1.8,AM
2018-03-06,26.6,17.4,AM
2018-03-07,26.7,5.2,AM
2018-03-08,26.4,6.0,AM
2018-03-09,26.6,3.9,AM
2018-03-10,27.0,3.4,AM
2018-03-11,27.4,0.0,AM
2018-03-12,27.3,0.5,AM
2018-03-13,26.0,13.5,AM
2018-03-14,26.1,7.8,AM
2018-03-15,26.1,14.8,AM
2018-03-16,25.6,22.2,AM
2018-03-17,25.6,27.9,AM
2018-03-18,26.0,3.1,AM
2018-03-19,26.9,1.9,AM
2018-03-20,27.2,0.4,AM
2018-03-21,26.9,2.2,AM
2018-03-22,26.6,11.6,AM
2018-03-23,26.1,16.0,AM
2018-03-24,26.3,6.0,AM
2018-03-25,26.1,1.7,AM
2018-03-26,27.1,0.5,AM
2018-03-27,27.2,4.2,AM
2018-03-28,26.3,7.7,AM
2018-03-29,26.1,3.3,AM
2018-03-30,26.7,9.1,AM
2018-03-31,25.7,15.6,AM
2018-04-01,26.1,7.0,AM
2018-04-02,26.0,3.1,AM
2018-04-03,25.7,6.1,AM
2018-04-04,25.6,12.9,AM
2018-04-05,24.8,30.3,AM
2018-04-06,25.6,0.5,AM
2018-04-07,26.1,1.1,AM
2018-04-08,25.7,13.9,AM
2018-04-09,25.5,10.3,AM
2018-04-10,26.2,5.8,AM
2018-04-11,25.4,19.9,AM
2018-04-12,25.9,4.3,AM
2018-04-13,25.7,17.4,AM
2018-04-14,26.0,24.1,AM
2018-04-15,25.6,23.4,AM
2018-04-16,25.6,8.8,AM
2018-04-17,26.2,10.4,AM
2018-04-18,26.5,2.5,AM
2018-04-19,25.8,13.9,AM
2018-04-20,25.9,12.3,AM
2018-04-21,26.1,2.2,AM
2018-04-22,26.4,3.3,AM
2018-04-23,26.0,14.9,AM
2018-04-24,25.8,12.0,AM
2018-04-25,26.1,8.8,AM
2018-04-26,26.9,2.5,AM
2018-04-27,26.5,2.3,AM
2018-04-28,26.6,17.9,AM
2018-04-29,25.4,13.4,AM
2018-04-30,25.9,2.8,AM
2018-05-01,25.8,11.0,AM
2018-05-02,25.9,9.1,AM
2018-05-03,26.1,9.6,AM
2018-05-04,26.3,5.2,AM
2018-05-05,25.8,21.4,AM
2018-05-06,26.1,15.1,AM
2018-05-07,25.7,10.0,AM
2018-05-08,25.9,8.5,AM
2018-05-09,26.5,11.1,AM
2018-05-10,26.7,1.1,AM
2018-05-11,26.8,0.4,AM
2018-05-12,26.2,6.6,AM
2018-05-13,26.6,0.3,AM
2018-05-14,25.4,18.4,AM
2018-05-15,25.5,4.4,AM
2018-05-16,25.7,2.9,AM
2018-05-17,26.3,1.9,AM
2018-05-18,26.7,1.2,AM
2018-05-19,26.7,1.5,AM
2018-05-20,25.5,15.2,AM
2018-05-21,25.5,6.1,AM
2018-05-22,25.6,8.6,AM
2018-05-23,24.9,10.6,AM
2018-05-24,26.1,4.4,AM
2018-05-25,26.6,10.5,AM
2018-05-26,26.1,7.9,AM
2018-05-27,25.7,11.6,AM
2018-05-28,26.4,1.0,AM
2018-05-29,26.6,0.3,AM
2018-05-30,26.3,2.2,AM
2018-05-31,26.6,2.6,AM
2018-06-01,27.4,0.3,AM
2018-06-02,28.0,0.0,AM
2018-06-03,27.1,2.1,AM
2018-06-04,26.8,3.7,AM
2018-06-05,26.8,2.1,AM
2018-06-06,26.4,3.7,AM
2018-06-07,25.2,12.5,AM
2018-06-08,25.7,4.6,AM
2018-06-09,25.9,2.0,AM
2018-06-10,27.1,0.8,AM
2018-06-11,27.4,0.4,AM
2018-06-12,27.8,0.5,AM
2018-06-13,27.5,1.2,AM
2018-06-14,27.6,0.7,AM
2018-06-15,27.3,0.7,AM
2018-06-16,26.8,2.8,AM
2018-06-17,25.8,11.4,AM
2018-06-18,25.7,12.8,AM
2018-06-19,25.5,5.9,AM
2018-06-20,25.9,4.1,AM
2018-06-21,25.6,3.5,AM
2018-06-22,25.8,8.1,AM
2018-06-23,26.7,0.8,AM
2018-06-24,26.5,2.8,AM
2018-06-25,26.3,2.5,AM
2018-06-26,26.0,2.4,AM
2018-06-27,26.7,0.2,AM
2018-06-28,27.5,0.1,AM
2018-06-29,27.3,0.0,AM
2018-06-30,27.4,0.1,AM
2018-07-01,26.8,0.0,AM
2018-07-02,26.9,0.0,AM
2018-07-03,27.0,0.6,AM
2018-07-04,27.1,0.0,AM
2018-07-05,27.5,0.2,AM
2018-07-06,27.1,5.3,AM
2018-07-07,27.4,0.8,AM
2018-07-08,27.7,0.1,AM
2018-07-09,26.8,7.1,AM
2018-07-10,26.1,8.5,AM
2018-07-11,25.0,11.3,AM
2018-07-12,25.4,4.8,AM
2018-07-13,26.0,0.8,AM
2018-07-14,27.0,1.4,AM
2018-07-15,26.8,2.5,AM
2018-07-16,27.0,0.1,AM
2018-07-17,27.6,0.0,AM
2018-07-18,27.8,0.2,AM
2018-07-19,27.6,0.7,AM
2018-07-20,27.8,0.3,AM
2018-07-21,28.3,0.0,AM
2018-07-22,28.2,0.0,AM
2018-07-23,28.2,0.1,AM
2018-07-24,28.7,0.0,AM
2018-07-25,27.2,1.0,AM
2018-07-26,27.0,0.5,AM
2018-07-27,26.4,1.7,AM
2018-07-28,26.6,3.2,AM
2018-07-29,26.8,2.3,AM
2018-07-30,26.3,8.3,AM
2018-07-31,26.6,1.6,AM
2018-08-01,27.5,1.0,AM
2018-08-02,26.9,2.6,AM
2018-08-03,26.8,0.6,AM
2018-08-04,26.9,1.6,AM
2018-08-05,27.6,0.1,AM
2018-08-06,27.5,2.7,AM
2018-08-07,27.3,0.6,AM
2018-08-08,27.6,1.0,AM
2018-08-09,28.2,0.6,AM
2018-08-10,27.6,1.2,AM
2018-08-11,27.2,8.7,AM
2018-08-12,27.7,0.5,AM
2018-08-13,27.4,2.3,AM
2018-08-14,27.4,0.7,AM
2018-08-15,28.1,0.8,AM
2018-08-16,28.2,0.0,AM
2018-08-17,27.6,2.0,AM
2018-08-18,27.5,3.5,AM
2018-08-19,27.1,5.4,AM
2018-08-20,27.7,2.9,AM
2018-08-21,27.3,1.9,AM
2018-08-22,27.2,1.1,AM
2018-08-23,26.7,3.8,AM
2018-08-24,27.6,0.1,AM
2018-08-25,28.9,0.1,AM
2018-08-26,27.7,1.1,AM
2018-08-27,27.3,2.2,AM
2018-08-28,26.5,1.2,AM
2018-08-29,26.9,0.8,AM
2018-08-30,27.8,1.0,AM
2018-08-31,28.6,0.1,AM
2018-09-01,29.5,0.0,AM
2018-09-02,29.5,0.2,AM
2018-09-03,29.8,0.0,AM
2018-09-04,28.3,1.1,AM
2018-09-05,27.9,0.9,AM
2018-09-06,26.6,6.9,AM
2018-09-07,28.1,0.1,AM
2018-09-08,27.9,2.8,AM
2018-09-09,26.5,14.7,AM
2018-09-10,26.4,1.6,AM
2018-09-11,27.3,1.2,AM
2018-09-12,27.1,2.0,AM
2018-09-13,27.1,3.1,AM
2018-09-14,26.6,1.1,AM
2018-09-15,28.2,1.7,AM
2018-09-16,29.0,0.4,AM
2018-09-17,29.0,0.1,AM
2018-09-18,29.7,0.0,AM
2018-09-19,29.4,0.1,AM
2018-09-20,29.1,0.3,AM
2018-09-21,29.8,0.4,AM
2018-09-22,29.9,0.2,AM
2018-09-23,30.1,0.5,AM
2018-09-24,29.8,1.0,AM
2018-09-25,29.2,0.1,AM
2018-09-26,28.8,0.6,AM
2018-09-27,28.6,1.8,AM
2018-09-28,28.5,2.4,AM
2018-09-29,29.5,0.0,AM
2018-09-30,29.8,0.3,AM
2018-10-01,30.6,0.0,AM
2018-10-02,30.3,0.5,AM
2018-10-03,29.8,0.2,AM
2018-10-04,30.5,0.8,AM
2018-10-05,31.2,0.7,AM
2018-10-06,31.0,0.0,AM
2018-10-07,31.0,0.0,AM
2018-10-08,29.5,6.0,AM
2018-10-09,30.7,7.1,AM
2018-10-10,30.5,0.1,AM
2018-10-11,28.4,3.3,AM
2018-10-12,27.2,1.7,AM
2018-10-13,28.0,1.5,AM
2018-10-14,28.8,0.4,AM
2018-10-15,30.1,0.4,AM
2018-10-16,31.0,0.0,AM
2018-10-17,30.5,0.0,AM
2018-10-18,30.4,2.4,AM
2018-10-19,27.3,27.9,AM
2018-10-20,27.3,2.5,AM
2018-10-21,28.8,0.1,AM
2018-10-22,28.5,3.9,AM
2018-10-23,28.9,1.1,AM
2018-10-24,30.0,0.9,AM
2018-10-25,30.6,0.0,AM
2018-10-26,30.6,0.0,AM
2018-10-27,30.0,0.4,AM
2018-10-28,29.0,0.7,AM
2018-10-29,29.8,0.1,AM
2018-10-30,29.8,0.5,AM
2018-10-31,29.9,1.8,AM
2016-09-01,24.2,0.8,BA
2016-09-02,23.6,3.3,BA
2016-09-03,23.6,2.9,BA
2016-09-04,23.2,4.4,BA
2016-09-05,23.8,2.0,BA
2016-09-06,23.9,0.4,BA
2016-09-07,24.1,1.3,BA
2016-09-08,24.4,0.0,BA
2016-09-09,24.1,0.8,BA
2016-09-10,23.4,6.7,BA
2016-09-11,23.7,5.1,BA
2016-09-12,23.5,1.3,BA
2016-09-13,24.2,0.5,BA
2016-09-14,23.8,2.5,BA
2016-09-15,24.5,0.5,BA
2016-09-16,25.0,1.2,BA
2016-09-17,24.2,1.7,BA
2016-09-18,24.6,0.6,BA
2016-09-19,24.6,0.0,BA
2016-09-20,25.1,0.0,BA
2016-09-21,25.6,0.0,BA
2016-09-22,24.9,0.9,BA
2016-09-23,23.9,14.8,BA
2016-09-24,24.0,4.2,BA
2016-09-25,24.6,1.3,BA
2016-09-26,25.3,0.5,BA
2016-09-27,25.2,0.1,BA
2016-09-28,24.4,1.6,BA
2016-09-29,24.7,3.1,BA
2016-09-30,25.4,0.0,BA
2016-10-01,25.3,1.0,BA
2016-10-02,25.0,0.9,BA
2016-10-03,24.5,4.4,BA
2016-10-04,24.8,1.5,BA
2016-10-05,25.4,0.0,BA
2016-10-06,25.8,0.7,BA
2016-10-07,26.8,0.8,BA
2016-10-08,25.8,1.6,BA
2016-10-09,25.8,0.8,BA
2016-10-10,25.4,1.2,BA
2016-10-11,25.4,0.5,BA
2016-10-12,24.4,4.9,BA
2016-10-13,24.7,2.9,BA
2016-10-14,25.4,1.1,BA
2016-10-15,25.3,0.0,BA
2016-10-16,25.0,3.0,BA
2016-10-17,24.5,2.2,BA
2016-10-18,25.1,0.5,BA
2016-10-19,25.5,0.0,BA
2016-10-20,25.6,0.0,BA
2016-10-21,25.6,0.2,BA
2016-10-22,25.7,0.5,BA
2016-10-23,25.5,0.5,BA
2016-10-24,25.2,1.6,BA
2016-10-25,25.6,0.0,BA
2016-10-26,25.4,0.0,BA
2016-10-27,25.7,0.0,BA
2016-10-28,26.1,0.0,BA
2016-10-29,26.1,0.2,BA
2016-10-30,25.7,1.5,BA
2016-10-31,25.8,0.1,BA
2016-11-01,26.0,0.0,BA
2016-11-02,25.7,1.1,BA
2016-11-03,25.9,0.3,BA
2016-11-04,24.7,3.4,BA
2016-11-05,24.5,4.7,BA
2016-11-06,24.2,4.8,BA
2016-11-07,24.4,3.8,BA
2016-11-08,24.8,1.9,BA
2016-11-09,25.8,0.0,BA
2016-11-10,25.9,0.1,BA
2016-11-11,25.9,0.6,BA
2016-11-12,26.1,2.5,BA
2016-11-13,26.2,0.6,BA
2016-11-14,26.1,1.2,BA
2016-11-15,26.8,0.0,BA
2016-11-16,26.9,0.6,BA
2016-11-17,26.9,0.0,BA
2016-11-18,26.7,0.0,BA
2016-11-19,26.5,4.0,BA
2016-11-20,24.5,28.7,BA
2016-11-21,24.6,11.4,BA
2016-11-22,25.5,0.6,BA
2016-11-23,26.0,0.0,BA
2016-11-24,26.4,0.0,BA
2016-11-25,26.1,0.0,BA
2016-11-26,25.8,0.0,BA
2016-11-27,26.2,0.0,BA
2016-11-28,26.2,0.0,BA
2016-11-29,26.3,0.0,BA
2016-11-30,26.7,0.0,BA
2016-12-01,26.6,0.6,BA
2016-12-02,25.4,10.2,BA
2016-12-03,26.0,3.0,BA
2016-12-04,27.0,0.0,BA
2016-12-05,27.4,0.0,BA
2016-12-06,27.2,0.0,BA
